marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months,Risk_Cluster
divorced,62,2,101746,salary,54545,0.47,104442,0,0,1,5,4,0,0,5810,7,utilities,1,0,0,private,education,manager,22,0,0,0,0,1,0,0,repair,242890,210814,19.6,33179,0.326,car,1,0,0,0,mass,114,0.0
single,63,0,125333,salary,90152,0.41,201493,0,2,0,3,15,2,0,11679,12,restaurants,1,0,0,private,IT,specialist,6,0,0,0,0,1,0,0,car,308428,296556,12.3,3000,0.024,none,0,0,0,0,mass,136,0.0
single,55,1,48923,salary,28135,0.42,88230,0,1,2,25,8,1,0,3465,5,utilities,1,1,0,government,manufacturing,manager,11,0,0,1,1002874,1,0,0,refinancing,45649,42168,31.0,34277,0.701,none,0,1,1,0,mass_premium,194,0.0
divorced,98,0,56816,salary,48771,0.38,57266,0,1,2,1,7,0,0,1457,11,goods,1,0,1,government,IT,specialist,4,0,0,0,0,0,0,0,emergency,324151,233772,14.1,11647,0.205,car,1,1,1,0,mass,66,0.0
single,46,0,37716,salary,23621,0.39,92644,1,2,1,9,2,0,0,3235,0,goods,1,0,0,individual_entrepreneur,education,manager,14,0,0,0,0,1,0,0,refinancing,204114,191917,21.9,12098,0.321,car,0,1,1,0,mass,179,0.0
married,46,1,68855,business,44673,0.54,152244,0,1,0,23,16,0,0,959,7,travel,1,0,0,self_employed,retail,specialist,8,0,0,0,0,0,0,1,refinancing,39834,33761,22.1,27577,0.401,none,0,0,1,1,private,124,0.0
divorced,118,1,65371,salary,37525,0.7,87576,1,2,1,26,16,0,0,5668,8,goods,0,0,0,government,education,manager,20,1,0,1,998234,1,0,0,emergency,30000,28924,18.7,3737,0.057,none,0,1,0,0,private,8,0.0
married,89,0,20000,salary,8730,0.13,35155,1,3,2,6,1,1,0,3111,10,travel,1,0,1,private,medicine,specialist,10,0,0,0,0,1,0,0,repair,265130,216299,13.5,36765,1.838,car,0,1,1,0,mass_premium,121,0.0
single,20,0,47113,salary,30473,0.24,82459,0,0,0,11,0,1,0,4081,9,utilities,0,0,0,government,medicine,specialist,4,0,0,1,1587883,1,1,1,emergency,112561,74654,29.1,17931,0.381,none,0,0,0,0,mass,61,0.0
divorced,50,0,120369,salary,94752,0.23,118115,0,2,3,2,28,0,0,5280,15,travel,1,0,0,private,finance,specialist,15,0,0,0,0,1,2,0,emergency,94369,86631,22.8,18632,0.155,real_estate,0,0,0,0,mass_premium,204,0.0
married,20,3,78547,salary,68847,0.6,121348,1,1,2,12,13,1,0,4569,9,goods,1,0,1,individual_entrepreneur,construction,specialist,11,0,0,0,0,1,0,1,refinancing,174933,171210,19.2,43260,0.551,guarantor,0,1,1,0,mass,69,0.0
married,41,1,95038,salary,41653,0.35,109597,1,1,3,9,3,1,0,2483,9,utilities,1,0,1,individual_entrepreneur,retail,specialist,1,0,0,1,1165121,0,1,0,car,1125077,785918,23.9,8165,0.086,real_estate,0,0,0,0,mass,214,1.0
married,20,0,65780,salary,52538,0.42,89886,1,3,0,35,1,0,0,6461,3,travel,1,0,1,self_employed,finance,specialist,19,0,0,0,0,0,1,0,education,45716,33291,13.4,12869,0.196,car,0,1,0,1,mass_premium,213,0.0
married,61,1,20000,business,10670,0.38,48091,0,2,0,9,8,0,0,1199,7,travel,0,1,0,private,IT,specialist,12,0,0,1,981923,1,1,0,education,746027,637432,13.9,12612,0.631,car,0,1,0,0,mass,62,1.0
single,36,0,65497,salary,53144,0.61,113784,1,1,3,15,21,0,0,3022,10,travel,1,0,1,private,finance,specialist,8,0,0,1,1759845,1,1,0,car,124230,124109,31.3,3000,0.046,none,0,1,1,0,mass_premium,120,0.0
divorced,66,0,106459,salary,60788,0.4,97275,0,1,2,6,2,2,0,5508,7,goods,1,0,0,government,medicine,specialist,0,1,0,1,1600550,1,1,0,car,290449,180237,18.2,20016,0.188,none,0,1,0,0,mass,217,0.0
married,24,1,28501,salary,13031,0.5,55374,1,3,2,4,1,0,0,1949,14,utilities,0,0,0,private,finance,specialist,5,0,0,0,0,1,0,0,repair,638413,496446,15.9,12357,0.434,none,1,1,0,1,mass_premium,74,1.0
married,67,2,96146,salary,67880,0.11,240142,1,1,1,2,0,0,0,5140,8,utilities,1,0,0,private,retail,specialist,17,0,0,0,0,1,0,0,repair,361962,314992,28.6,19525,0.203,none,1,1,0,0,mass_premium,119,0.0
married,54,0,20000,salary,16939,0.49,21701,1,2,1,10,4,0,0,6284,6,goods,1,0,0,private,IT,specialist,17,0,0,0,0,1,1,0,car,618312,473566,19.4,5639,0.282,none,0,0,1,1,mass_premium,139,1.0
married,102,1,70706,salary,34702,0.24,138651,0,0,3,11,5,0,0,380,7,utilities,0,0,1,private,manufacturing,specialist,10,0,0,1,643780,1,1,1,car,348630,347979,13.1,17936,0.254,none,0,0,1,0,mass,101,1.0
married,100,0,89058,salary,36594,0.62,196038,0,0,2,7,32,0,0,5070,8,restaurants,1,0,1,private,medicine,top_manager,21,0,0,0,0,1,0,0,refinancing,481968,357554,29.2,19079,0.214,car,0,1,1,0,premium,67,1.0
married,84,1,59076,business,49737,0.55,132029,0,3,3,12,3,0,0,2862,4,restaurants,1,0,1,private,education,specialist,18,0,0,1,1313275,1,0,0,emergency,115637,88150,29.3,15460,0.262,none,1,0,0,1,mass,173,0.0
divorced,56,0,156536,business,117232,0.17,313509,0,1,2,13,13,0,0,5476,10,goods,1,1,0,private,education,specialist,10,1,442229,1,1024766,1,2,0,car,165501,128957,30.4,3660,0.023,car,0,0,1,0,mass_premium,210,0.0
married,114,1,52738,salary,42419,0.16,123764,1,4,2,1,16,1,0,3380,9,goods,1,1,1,government,retail,top_manager,9,0,0,1,1680877,0,3,0,car,176452,146926,26.3,12996,0.246,none,0,0,1,0,mass,74,0.0
married,26,0,49755,salary,21390,0.28,42518,1,1,3,4,5,0,1,1086,4,utilities,1,0,0,private,finance,specialist,8,0,0,1,432670,0,0,0,repair,177440,158914,26.8,9297,0.187,none,1,0,1,0,mass,129,2.0
single,29,0,77157,business,65215,0.18,70142,1,0,2,29,2,0,0,1534,14,travel,1,1,0,self_employed,IT,specialist,13,0,0,1,2259700,1,0,0,car,135205,94122,25.1,3627,0.047,guarantor,1,0,1,0,private,53,0.0
married,62,0,43575,self_employed,26562,0.54,44826,1,1,3,9,7,0,0,5140,3,goods,1,0,1,government,finance,top_manager,10,0,0,1,1106108,1,0,1,repair,230485,207656,14.3,3599,0.083,guarantor,0,0,0,0,mass_premium,76,0.0
widowed,121,0,20000,self_employed,16976,0.69,17472,1,0,0,6,7,1,0,3118,1,travel,1,0,0,individual_entrepreneur,manufacturing,specialist,12,0,0,1,506665,1,0,0,refinancing,236345,144487,19.3,22864,1.143,none,1,0,0,0,private,36,0.0
widowed,59,2,31581,salary,13657,0.49,31704,1,1,2,1,13,0,0,4629,2,goods,1,0,0,self_employed,construction,specialist,12,0,0,1,1974911,1,2,0,repair,134802,132437,21.4,49265,1.56,none,1,0,0,0,mass,44,0.0
married,60,0,96529,self_employed,81316,0.25,211284,0,0,3,10,2,0,0,6617,11,travel,1,0,0,private,education,specialist,15,0,0,0,0,0,0,0,repair,311143,286378,22.0,4513,0.047,guarantor,0,1,1,0,mass,5,0.0
married,28,0,59327,business,43705,0.44,137874,1,1,2,15,13,0,0,2999,13,goods,1,1,0,government,finance,specialist,19,0,0,1,740886,0,1,0,car,437618,351737,30.6,7053,0.119,real_estate,0,1,0,0,mass,32,1.0
married,88,0,129570,salary,87736,0.58,177662,1,2,1,12,3,0,0,5724,7,utilities,1,0,1,private,medicine,specialist,30,0,0,1,1792425,0,2,0,emergency,214032,174496,16.5,12755,0.098,none,0,1,0,0,mass,5,0.0
married,88,0,54556,self_employed,23507,0.68,132419,0,0,1,23,0,0,0,3968,9,restaurants,1,1,1,private,education,specialist,0,0,0,0,0,1,0,0,car,53764,53009,17.4,3000,0.055,real_estate,0,1,0,0,mass,136,0.0
married,84,0,94867,self_employed,70600,0.1,143377,1,1,1,4,3,2,0,7380,10,goods,0,0,0,private,IT,specialist,5,0,0,0,0,1,1,0,education,33460,26559,20.1,3009,0.032,none,0,1,1,0,private,34,0.0
single,49,0,87879,salary,61417,0.41,95995,0,1,1,0,1,0,0,3333,8,goods,1,0,0,government,retail,specialist,13,0,0,0,0,1,2,0,repair,80360,55718,12.9,30416,0.346,real_estate,0,1,0,1,mass,184,0.0
married,47,0,54034,business,41235,0.37,105810,1,0,0,12,34,4,0,4399,5,restaurants,0,0,1,individual_entrepreneur,IT,manager,18,1,404765,0,0,1,2,1,car,218232,163187,26.7,8321,0.154,none,1,1,1,1,mass,52,0.0
married,32,2,39241,self_employed,29758,0.35,59431,1,4,0,3,14,1,0,3667,10,travel,1,0,1,private,construction,top_manager,16,1,114908,1,1590398,0,0,1,refinancing,192621,121485,28.9,15143,0.386,none,0,0,1,0,mass,154,0.0
married,67,0,20000,pension,12437,0.4,16660,1,2,1,3,4,1,0,2827,5,utilities,1,0,1,private,medicine,specialist,11,1,0,0,0,0,2,0,car,161270,105290,15.5,12084,0.604,car,0,0,0,0,mass,186,0.0
divorced,37,2,89359,pension,44888,0.34,218286,0,2,0,15,5,0,0,6526,3,restaurants,1,0,0,government,construction,specialist,3,0,0,0,0,0,0,0,car,254518,196225,23.7,17651,0.198,none,0,0,0,0,mass,121,0.0
married,35,2,111939,salary,96209,0.31,203329,1,0,0,11,4,0,0,3111,3,goods,0,0,0,government,finance,specialist,21,0,0,1,1495358,1,1,1,repair,215406,146040,17.2,17149,0.153,guarantor,0,1,1,0,mass,12,0.0
married,54,0,20000,salary,17255,0.17,36853,1,1,1,28,3,2,0,3833,4,restaurants,0,0,1,private,retail,specialist,8,1,103553,0,0,1,1,0,repair,604342,519337,29.1,15896,0.795,none,0,1,1,0,mass,19,1.0
married,52,0,57034,salary,28857,0.4,140905,1,1,1,22,45,0,0,600,6,travel,1,0,1,individual_entrepreneur,medicine,manager,15,0,0,0,0,1,2,0,car,130690,100373,14.7,16216,0.284,none,0,0,0,0,mass,156,0.0
widowed,51,1,46657,pension,33374,0.59,103436,1,3,3,9,1,0,0,848,11,utilities,1,0,0,private,medicine,top_manager,24,0,0,1,1812965,1,1,0,car,753033,640223,29.3,17594,0.377,car,0,0,0,0,mass,145,1.0
married,76,2,89297,salary,44776,0.16,126491,1,2,4,5,1,0,0,2461,24,restaurants,0,0,0,government,medicine,specialist,18,0,0,1,1388322,1,0,0,refinancing,432852,318930,12.8,26150,0.293,car,0,0,0,0,mass,100,1.0
single,66,1,58497,salary,48588,0.54,50957,1,0,3,56,2,1,0,5521,9,travel,1,1,1,government,medicine,specialist,11,0,0,1,1525990,1,0,0,repair,314144,277408,31.8,80000,1.368,real_estate,0,1,0,0,mass,94,0.0
single,57,0,116304,salary,52232,0.26,137011,1,1,4,16,15,1,0,9262,5,restaurants,1,0,1,private,manufacturing,manager,26,0,0,1,200000,1,0,1,repair,390996,289460,21.8,42879,0.369,car,1,1,1,0,mass,128,0.0
married,69,0,56546,salary,50614,0.33,79028,0,1,0,68,8,0,0,862,8,goods,1,0,1,self_employed,retail,manager,16,0,0,0,0,1,2,1,car,134139,118422,26.9,16953,0.3,car,0,1,0,0,mass,202,0.0
single,40,2,26726,salary,18853,0.69,65009,0,1,3,13,1,0,1,4694,13,goods,1,0,1,private,IT,specialist,12,1,133393,1,1373029,0,0,0,education,52241,33541,28.1,9188,0.344,none,0,0,0,0,premium,138,2.0
married,67,0,53591,self_employed,22050,0.51,123834,1,1,1,4,3,1,0,8264,10,restaurants,1,0,0,private,education,specialist,14,0,0,0,0,1,0,1,emergency,424067,302287,20.4,27928,0.521,none,1,0,1,1,mass_premium,82,1.0
single,68,1,57448,salary,48310,0.53,48060,1,2,1,16,6,1,0,8352,10,goods,1,1,1,private,finance,specialist,15,0,0,1,1389902,0,1,1,refinancing,361295,284290,28.9,7473,0.13,real_estate,0,1,0,0,mass,135,0.0
single,27,0,88413,self_employed,65622,0.46,219112,1,0,2,35,18,0,0,9436,10,utilities,0,0,1,private,finance,specialist,22,1,189108,0,0,1,1,0,emergency,93794,88881,15.8,14934,0.169,none,1,1,0,0,mass_premium,20,0.0
married,89,1,56926,self_employed,42618,0.29,70423,1,2,0,15,1,0,0,7666,2,restaurants,0,1,1,private,construction,specialist,9,1,84144,1,1590798,0,0,1,repair,45314,31234,13.9,35263,0.619,none,0,1,1,0,mass,37,0.0
married,42,0,85403,salary,45905,0.51,180894,1,1,1,9,0,0,0,4283,14,goods,1,0,1,government,education,specialist,8,0,0,1,1163990,1,2,0,repair,178692,139580,12.3,3000,0.035,car,0,1,0,0,private,125,0.0
single,67,1,42333,salary,24062,0.37,42257,0,1,1,3,24,0,0,2889,0,goods,1,1,0,government,IT,specialist,8,0,0,1,200000,1,0,0,refinancing,339631,288294,31.1,7486,0.177,none,0,0,0,0,premium,140,0.0
married,94,1,59686,business,51163,0.6,70103,1,2,0,18,6,1,0,5181,5,utilities,1,0,1,private,construction,manager,16,0,0,1,203782,0,1,1,education,554648,363788,23.4,67172,1.125,none,0,0,1,0,mass,22,1.0
married,88,1,42523,salary,30509,0.44,70555,1,2,2,5,52,1,0,7479,10,goods,1,0,0,private,education,specialist,14,0,0,0,0,1,1,0,car,201960,191316,24.1,16764,0.394,none,0,1,1,0,private,186,0.0
married,65,0,40367,salary,16488,0.56,80578,1,1,1,8,1,1,0,3534,7,utilities,1,1,0,self_employed,manufacturing,manager,7,0,0,0,0,1,1,0,repair,303657,235292,27.9,16468,0.408,none,1,0,0,0,mass,179,0.0
single,55,1,114619,salary,64611,0.61,158996,1,0,0,16,3,0,0,2654,5,utilities,1,0,1,government,IT,specialist,17,0,0,1,1344949,1,1,1,refinancing,338787,268488,29.3,4225,0.037,guarantor,0,0,0,1,private,17,0.0
single,88,1,44970,pension,31446,0.59,102735,0,4,0,10,1,2,0,1474,11,travel,1,0,0,government,medicine,specialist,5,1,520990,0,0,1,1,0,car,361129,235480,28.2,16651,0.37,none,1,1,0,1,mass,234,0.0
married,81,1,57833,salary,27413,0.34,138702,1,2,2,12,18,0,0,1064,6,goods,1,0,0,private,medicine,specialist,18,0,0,0,0,1,0,1,repair,517278,442938,14.6,3714,0.064,none,0,1,1,0,mass_premium,22,1.0
married,49,1,106561,self_employed,47861,0.32,107451,1,1,2,3,1,1,0,9868,4,goods,1,0,1,government,retail,specialist,19,0,0,1,512042,1,2,0,education,178532,108824,16.9,11267,0.106,real_estate,0,1,0,0,mass,208,0.0
married,45,2,96250,salary,41357,0.62,194575,0,1,2,25,14,0,0,8200,10,goods,1,0,0,self_employed,retail,specialist,17,1,231412,0,0,1,1,0,emergency,627651,540787,24.9,11191,0.116,none,0,1,0,0,mass_premium,61,1.0
single,20,1,127442,salary,91157,0.19,130532,1,0,2,2,6,1,0,821,8,goods,1,0,1,private,medicine,top_manager,0,0,0,1,1205963,1,1,0,car,156777,133668,16.7,14420,0.113,none,0,0,1,1,mass_premium,129,0.0
married,68,0,86898,salary,48688,0.27,119858,1,2,2,2,19,1,0,2430,9,travel,1,0,1,private,IT,specialist,14,1,248865,0,0,1,0,1,repair,388516,312987,13.1,17569,0.202,none,0,1,1,0,private,205,0.0
single,62,0,48986,salary,28746,0.17,107438,0,0,1,0,1,0,0,10479,2,restaurants,1,0,0,private,IT,manager,17,0,0,1,1530428,0,0,0,repair,253473,198943,17.9,8721,0.178,car,1,1,0,0,premium,203,0.0
married,93,1,142000,salary,61062,0.13,194795,0,1,1,18,1,1,0,5908,4,utilities,1,0,0,individual_entrepreneur,retail,specialist,25,0,0,1,2241114,0,0,1,repair,487491,366246,23.2,61597,0.434,real_estate,0,1,0,0,mass,140,1.0
divorced,73,1,90372,salary,69496,0.47,211703,1,1,2,40,19,0,0,7506,4,goods,0,0,0,private,construction,specialist,10,0,0,1,1265504,1,2,1,emergency,57212,54656,14.4,31856,0.352,real_estate,0,0,0,0,mass,15,0.0
married,98,0,64585,salary,50594,0.64,96845,1,0,0,1,7,0,0,2050,10,restaurants,1,0,0,government,IT,manager,13,0,0,0,0,1,0,1,car,511636,510163,13.8,12708,0.197,none,1,1,0,0,mass,62,1.0
married,47,1,72011,business,58668,0.18,95533,1,1,2,2,3,2,0,6485,4,goods,1,0,0,government,manufacturing,specialist,16,0,0,1,2650012,1,0,0,emergency,139800,129377,25.7,4155,0.058,none,0,1,1,0,mass_premium,41,0.0
married,93,0,76274,pension,55362,0.58,189274,1,1,0,6,3,1,0,5773,14,utilities,1,0,0,individual_entrepreneur,education,specialist,14,0,0,1,1616827,0,1,0,education,444122,333894,23.3,31217,0.409,car,0,0,1,0,mass,219,1.0
divorced,51,0,61711,salary,48544,0.33,95686,0,1,4,4,5,1,0,1148,13,travel,0,0,1,private,retail,specialist,17,1,337133,1,1431270,1,1,0,education,614305,468862,22.7,40363,0.654,none,1,0,0,0,premium,201,1.0
divorced,84,1,21845,salary,15042,0.47,44992,0,0,0,14,6,2,0,409,6,goods,1,0,0,private,medicine,specialist,20,0,0,0,0,0,0,0,emergency,310585,255541,23.2,25994,1.19,real_estate,0,0,1,0,mass,148,0.0
married,28,0,126935,salary,81976,0.56,230903,1,3,3,0,0,0,0,2028,12,goods,1,0,0,government,construction,specialist,17,0,0,0,0,1,1,0,emergency,227122,144073,29.8,14710,0.116,car,0,1,1,0,mass,201,0.0
single,70,1,69235,salary,36688,0.53,79220,1,2,0,13,0,0,0,4704,8,utilities,1,0,1,private,manufacturing,specialist,19,1,117341,0,0,1,1,0,repair,265047,262585,24.5,17724,0.256,guarantor,0,0,0,0,mass,18,0.0
single,20,1,76422,salary,32608,0.18,126136,1,3,0,12,7,0,0,1424,10,goods,1,0,0,private,education,specialist,20,0,0,1,1364553,0,0,0,car,710567,675553,31.3,7821,0.102,guarantor,0,1,1,0,premium,115,1.0
single,58,0,142735,salary,77920,0.17,132973,1,2,5,0,3,1,0,13244,5,travel,0,0,0,government,retail,specialist,8,0,0,0,0,0,2,0,repair,816235,621749,20.6,12012,0.084,real_estate,0,1,0,0,mass,2,1.0
married,76,2,46085,salary,34186,0.65,92394,1,3,2,7,8,1,0,5862,9,utilities,1,0,0,individual_entrepreneur,retail,manager,19,0,0,1,780558,1,0,0,car,359871,224571,24.8,7486,0.162,none,0,0,1,0,mass,208,0.0
married,51,1,92941,salary,80246,0.15,156345,1,1,1,38,18,0,0,2174,5,restaurants,1,0,1,private,retail,specialist,4,1,131450,0,0,1,1,0,car,356458,269119,21.0,9893,0.106,real_estate,0,1,1,0,mass,126,0.0
married,38,0,42269,salary,22322,0.23,42608,1,1,2,3,3,0,0,6438,3,utilities,1,0,0,government,construction,specialist,10,0,0,0,0,1,1,0,car,121743,88013,15.9,4026,0.095,none,1,1,0,0,mass,1,0.0
divorced,86,0,81235,self_employed,59701,0.36,170877,1,3,3,39,10,0,1,2813,4,travel,1,0,1,self_employed,medicine,top_manager,20,0,0,0,0,1,1,1,refinancing,454707,361607,29.4,19682,0.242,none,0,0,0,0,mass,189,2.0
divorced,62,3,77052,pension,49245,0.59,167029,1,0,2,19,7,0,0,2867,9,travel,1,0,0,self_employed,finance,top_manager,23,0,0,1,270167,1,3,0,emergency,237967,146647,15.2,19298,0.25,none,0,0,0,0,mass_premium,189,0.0
single,52,1,97671,self_employed,69715,0.46,199982,1,0,1,4,3,0,0,2145,7,goods,1,1,0,government,retail,specialist,12,0,0,1,572291,1,1,1,refinancing,154471,93825,31.4,4840,0.05,none,1,0,1,0,mass,238,0.0
married,66,1,112285,salary,45005,0.44,152639,0,2,0,0,10,0,0,2452,7,goods,1,0,1,private,construction,manager,16,0,0,0,0,1,1,1,education,250733,153691,16.3,21054,0.188,none,0,1,1,0,mass,69,0.0
married,130,1,49716,self_employed,22935,0.52,100892,1,2,1,8,30,0,0,951,7,travel,1,0,0,private,construction,specialist,19,0,0,1,1619708,1,1,1,car,93852,63832,15.0,53681,1.08,real_estate,1,1,0,0,mass_premium,15,0.0
single,93,0,119583,salary,60809,0.58,213109,0,3,1,13,16,0,0,5570,2,goods,1,0,1,self_employed,manufacturing,specialist,11,0,0,1,2001930,0,0,0,car,87361,54063,31.7,3236,0.027,none,0,0,0,1,mass,232,0.0
divorced,94,0,122061,self_employed,103352,0.24,210505,0,0,2,1,0,0,1,3027,10,goods,1,0,0,private,manufacturing,manager,15,0,0,1,2559311,1,0,0,repair,89498,60485,28.6,6636,0.054,real_estate,1,0,1,0,mass_premium,41,2.0
divorced,75,0,61250,business,25741,0.11,116550,1,3,3,0,2,1,0,2411,4,goods,0,0,1,individual_entrepreneur,finance,manager,23,0,0,0,0,1,0,0,car,502099,313925,19.5,38238,0.624,none,0,0,0,0,mass_premium,99,1.0
single,69,0,69769,salary,47778,0.18,130548,1,2,1,0,4,0,0,956,6,restaurants,1,0,1,private,education,specialist,4,0,0,0,0,1,0,0,repair,235749,207258,15.6,14442,0.207,none,0,1,1,0,mass_premium,226,0.0
single,20,0,52697,salary,45547,0.2,113748,1,1,4,21,18,1,0,688,9,restaurants,1,0,0,private,construction,specialist,12,0,0,1,2183341,1,1,1,repair,394754,318779,26.9,13575,0.258,none,1,1,1,0,mass,64,1.0
married,48,0,59309,salary,43060,0.12,146859,1,2,1,22,9,2,0,1268,5,goods,1,0,1,government,education,specialist,18,0,0,0,0,1,3,0,repair,450169,431079,20.9,6358,0.107,car,0,1,0,0,mass,133,1.0
married,52,2,27878,salary,17903,0.55,56722,1,0,0,16,10,0,0,2112,1,utilities,1,0,1,government,medicine,manager,22,1,130264,1,1629751,1,0,0,repair,77600,68999,12.4,4633,0.166,car,0,0,0,0,mass,109,0.0
divorced,20,0,97213,self_employed,57646,0.63,150778,1,1,1,18,8,1,0,2857,16,travel,1,0,1,private,construction,specialist,5,0,0,1,200000,1,1,0,car,168413,127996,30.3,8728,0.09,none,1,1,1,0,mass,166,0.0
single,36,0,20000,self_employed,14241,0.53,31696,1,0,1,6,2,0,0,3343,4,restaurants,1,0,0,private,medicine,top_manager,12,0,0,1,200000,1,0,0,refinancing,522305,516697,20.7,13025,0.651,none,0,1,0,0,mass_premium,68,1.0
married,20,0,45601,salary,29193,0.21,38750,1,0,2,1,1,0,0,3515,3,travel,1,0,0,individual_entrepreneur,manufacturing,specialist,22,0,0,0,0,1,0,0,repair,165779,143021,24.2,24731,0.542,none,0,1,1,0,mass_premium,102,0.0
married,64,2,68384,salary,51473,0.46,73296,0,2,1,2,2,0,0,1173,4,utilities,1,0,1,self_employed,medicine,specialist,13,1,42970,1,581242,1,0,0,emergency,295245,216978,19.0,37860,0.554,none,0,1,1,0,mass,57,0.0
single,85,1,115492,salary,81870,0.41,137191,0,3,1,5,7,0,0,5579,11,travel,0,1,1,private,construction,manager,10,0,0,0,0,1,2,0,car,186240,142132,12.1,9830,0.085,real_estate,1,0,0,0,mass,143,0.0
married,92,1,50916,salary,34811,0.59,126452,1,2,3,7,12,3,0,4010,11,goods,1,0,0,private,retail,specialist,0,0,0,0,0,0,0,0,refinancing,86213,72120,12.9,5810,0.114,real_estate,0,1,1,0,premium,34,0.0
married,75,0,84974,self_employed,74641,0.67,178213,1,2,1,35,34,1,0,3875,10,travel,1,0,1,private,construction,specialist,18,0,0,1,200000,1,0,0,repair,416468,333687,18.7,9028,0.106,real_estate,0,0,1,0,mass,113,1.0
married,40,1,67165,salary,54930,0.55,69893,1,0,3,7,48,0,0,4738,10,goods,1,0,1,government,retail,specialist,7,0,0,1,590202,1,1,0,repair,92683,63177,29.1,8715,0.13,none,1,0,1,0,mass,80,0.0
single,20,2,103079,salary,72611,0.41,169795,1,2,2,8,0,0,0,2981,10,goods,1,1,0,private,manufacturing,specialist,8,0,0,0,0,1,0,1,repair,90765,61878,15.1,26995,0.262,none,0,1,0,0,mass,186,0.0
single,21,0,83145,self_employed,55651,0.41,96698,1,3,1,8,43,0,0,5431,6,travel,1,0,1,private,construction,manager,10,0,0,0,0,0,1,1,car,182548,116617,23.1,13339,0.16,none,1,1,1,0,private,194,0.0
married,33,2,99057,self_employed,75478,0.58,129362,1,0,1,19,4,0,1,1338,7,goods,1,0,0,self_employed,manufacturing,specialist,4,0,0,0,0,1,1,1,emergency,193137,192767,19.7,5447,0.055,none,1,0,0,0,mass_premium,142,2.0
single,42,0,50727,salary,40680,0.17,92718,1,2,0,0,54,1,0,2111,6,goods,0,0,1,private,retail,specialist,17,0,0,1,686946,1,2,0,car,65129,58460,14.5,8812,0.174,car,0,1,1,0,premium,201,0.0
married,61,1,34509,self_employed,18897,0.19,62749,1,1,0,8,12,0,0,2365,7,goods,1,0,0,private,IT,manager,0,0,0,1,501265,1,0,0,emergency,399967,357392,31.2,15124,0.438,car,0,0,0,0,mass,159,1.0
married,39,2,82849,salary,60767,0.31,189067,1,2,2,30,15,0,0,2819,4,goods,1,0,0,private,retail,specialist,0,0,0,1,1908518,1,1,1,emergency,313118,205837,21.3,13935,0.168,none,0,0,0,1,mass,209,0.0
single,73,0,52929,self_employed,24748,0.55,57152,1,3,4,30,19,0,0,3092,9,utilities,1,0,0,private,retail,manager,7,1,201208,0,0,1,4,0,car,149920,138394,30.1,5368,0.101,none,1,1,1,0,mass,38,0.0
single,59,0,71061,salary,43718,0.14,116936,0,1,2,20,1,0,0,5265,5,goods,1,0,1,private,retail,top_manager,23,1,131901,1,1475579,1,3,1,repair,97452,77504,29.3,6505,0.092,none,1,1,1,0,mass,156,0.0
single,65,0,81104,salary,70497,0.31,147448,1,0,1,7,5,1,1,1414,8,restaurants,1,0,1,private,manufacturing,specialist,9,0,0,1,1318915,0,1,0,repair,274444,199261,24.4,11286,0.139,real_estate,0,1,0,0,mass,142,2.0
single,93,1,113466,business,63898,0.29,270253,0,2,1,4,3,0,0,2980,11,travel,0,1,1,private,retail,manager,8,0,0,1,1507229,1,2,0,repair,182177,170595,14.5,25545,0.225,real_estate,0,1,1,0,mass,89,0.0
single,35,2,97529,salary,46532,0.39,163645,0,2,0,1,1,0,0,5461,6,utilities,1,1,0,private,manufacturing,specialist,11,0,0,1,847691,1,1,0,repair,175179,170038,14.8,7165,0.073,none,0,0,0,0,mass_premium,1,0.0
