marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months
single,40,0,134678,salary,64705,0.323,211787,1,0,0,0,0,0,0,6418,33,utilities,1,1,1,public,medicine,top_manager,2,0,0,1,991475,1,1,1,repair,421109,421109,13.4,20858,0.155,none,0,1,1,0,mass_premium,23
single,21,0,148282,salary,90439,0.376,355510,0,1,1,0,0,0,0,8888,40,restaurants,1,1,1,private,education,manager,21,0,0,0,0,1,2,0,refinancing,803397,803397,12.4,24152,0.163,none,0,1,0,1,premium,41
married,97,3,121182,salary,108674,0.442,334268,0,0,1,0,0,0,0,9831,34,goods,1,1,1,self_employed,medicine,manager,14,0,0,1,1564610,0,0,0,refinancing,607805,607805,17.8,15520,0.128,none,0,1,1,0,mass_premium,59
married,55,0,167142,salary,86054,0.384,366564,1,2,2,0,0,0,0,14099,26,goods,1,0,1,private,IT,manager,21,0,0,1,2742455,1,1,0,car,1207418,1207418,10.9,34034,0.204,car,0,1,1,1,premium,43
widowed,47,0,107668,business,64720,0.34,193487,0,4,5,0,0,0,0,8795,22,goods,1,0,1,self_employed,retail,junior,17,1,59889,1,1034534,1,2,0,refinancing,547952,547952,14.9,13989,0.13,none,0,1,0,0,mass_premium,54
divorced,40,0,164708,salary,83886,0.291,409986,1,2,1,0,0,0,0,9111,45,utilities,1,0,1,private,retail,manager,38,0,0,1,2198166,0,0,0,car,840071,840071,12.3,18601,0.113,car,0,0,1,1,premium,61
single,61,1,124598,salary,75332,0.375,189178,1,6,5,0,0,0,0,5733,33,travel,1,0,1,private,finance,manager,13,0,0,0,0,0,0,0,car,780545,780545,11.4,20320,0.163,car,0,0,0,0,mass_premium,48
married,103,4,107935,salary,97285,0.471,157079,1,4,4,0,0,0,0,6042,26,restaurants,1,0,1,public,IT,specialist,3,1,74919,0,0,0,0,0,repair,359450,359450,18.1,16821,0.156,none,0,1,1,0,mass_premium,26
married,91,3,119698,salary,94547,0.416,362617,1,2,4,0,0,0,0,10988,33,goods,1,1,0,private,manufacturing,manager,18,0,0,0,0,1,1,0,car,660665,660665,13.2,16762,0.14,car,1,1,0,0,mass_premium,52
single,61,1,143960,salary,72590,0.404,338825,1,3,3,0,0,0,0,8688,39,utilities,1,1,1,public,IT,specialist,18,0,0,1,1624765,0,0,0,consumer,425487,425487,11.8,32685,0.227,none,0,1,1,1,premium,14
divorced,82,1,184518,business,84107,0.465,244909,0,2,3,0,0,0,0,7653,32,restaurants,1,0,0,individual_entrepreneur,finance,manager,30,1,122223,0,0,0,0,0,repair,864921,864921,14.0,56390,0.306,guarantor,1,1,0,1,premium,17
single,61,0,143729,salary,100788,0.385,226484,1,1,1,0,0,0,0,8388,27,utilities,1,1,1,public,IT,specialist,29,0,0,1,1836626,1,1,0,repair,449770,449770,13.8,20121,0.14,none,0,1,1,1,premium,26
widowed,50,0,160086,salary,87304,0.344,267474,1,6,6,0,0,0,0,7867,34,utilities,1,0,1,self_employed,education,top_manager,17,0,0,0,0,0,0,0,consumer,457787,457787,12.9,24466,0.153,none,0,0,1,1,premium,21
married,74,1,174128,salary,116106,0.437,491725,0,3,3,0,0,0,0,18212,27,goods,1,0,0,private,medicine,manager,30,0,0,0,0,1,1,1,consumer,655242,655242,14.1,35402,0.203,none,0,0,1,1,premium,21
married,72,1,70366,salary,49830,0.376,143343,1,4,3,0,0,0,0,5309,27,utilities,1,0,0,public,IT,specialist,2,0,0,0,0,0,0,0,education,252376,252376,14.1,9043,0.129,guarantor,1,0,1,0,mass_premium,34
married,69,0,98084,salary,72406,0.468,189775,1,1,2,0,0,0,0,8251,23,goods,1,1,1,private,manufacturing,manager,7,1,19865,0,0,0,0,1,car,656729,656729,14.9,20545,0.209,car,0,1,1,0,mass_premium,41
married,64,0,93824,business,57270,0.406,196685,1,3,3,0,0,0,0,7867,25,utilities,0,0,0,private,education,specialist,7,1,87904,1,1473911,1,2,0,car,563630,563630,12.4,18016,0.192,car,0,1,0,0,mass_premium,38
married,78,2,136225,business,125323,0.54,219178,1,7,7,0,0,0,0,4871,45,travel,1,0,1,individual_entrepreneur,transport,manager,12,0,0,1,2163684,1,1,0,car,981586,981586,12.8,29703,0.218,car,1,1,1,0,mass_premium,41
single,46,0,63794,salary,26317,0.353,111004,0,3,3,0,0,0,0,2707,41,goods,1,0,1,private,transport,specialist,3,0,0,0,0,0,0,0,mortgage,1237340,1237340,9.9,13329,0.209,real_estate,0,1,1,0,mass,176
married,68,1,177930,self_employed,117062,0.467,377074,1,5,6,0,0,0,0,19846,19,travel,1,1,1,private,retail,top_manager,24,0,0,0,0,0,0,0,consumer,669935,669935,15.9,42083,0.237,none,0,0,1,1,premium,18
divorced,44,1,117645,self_employed,62261,0.309,287774,1,1,3,0,0,0,0,7778,37,travel,1,0,0,self_employed,IT,specialist,14,0,0,0,0,0,0,0,repair,479594,479594,15.3,14564,0.124,car,0,0,0,0,mass_premium,43
single,48,0,147002,business,56926,0.312,411411,1,1,2,0,0,0,0,11119,37,utilities,1,0,1,private,education,top_manager,0,1,27399,1,1583047,1,1,1,repair,615518,615518,14.3,25980,0.177,car,0,1,0,1,premium,28
married,49,1,96045,self_employed,74527,0.417,273387,1,1,1,24,14,1,0,6358,43,utilities,1,0,0,self_employed,education,specialist,6,0,0,1,806402,1,2,1,repair,354039,354039,15.7,13967,0.145,real_estate,0,1,0,0,mass_premium,31
married,61,2,205671,salary,139803,0.324,458573,1,1,0,0,0,0,0,10422,44,utilities,1,0,0,private,manufacturing,top_manager,20,0,0,1,1746904,0,0,0,education,577505,577505,15.2,17806,0.087,guarantor,1,1,1,1,premium,42
married,77,2,172491,salary,152401,0.452,232933,1,2,0,0,0,0,0,9706,24,utilities,1,0,1,private,IT,specialist,29,0,0,1,2195589,1,1,0,consumer,399094,399094,13.3,24584,0.143,none,0,1,1,1,premium,18
widowed,33,0,156335,self_employed,69634,0.279,205160,1,2,2,0,0,0,0,4559,45,utilities,1,0,1,self_employed,medicine,specialist,37,0,0,1,2251313,1,1,1,repair,475573,475573,13.4,19283,0.123,guarantor,1,0,0,1,premium,29
single,75,0,211343,business,109557,0.367,265065,1,2,2,0,0,0,0,10195,26,utilities,0,0,0,individual_entrepreneur,IT,specialist,45,1,80768,1,3395107,1,1,0,repair,987450,987450,14.0,39199,0.185,none,0,1,0,1,premium,30
widowed,64,1,123812,self_employed,97318,0.424,159364,0,5,6,0,0,0,0,4687,34,utilities,1,1,0,private,manufacturing,specialist,23,0,0,0,0,1,1,1,repair,389627,389627,16.1,18450,0.149,none,0,1,0,0,mass_premium,25
married,99,2,84917,salary,78124,0.481,241364,1,1,2,0,0,0,0,12068,20,goods,1,0,1,private,manufacturing,manager,6,0,0,1,910428,0,0,0,repair,323116,323116,22.2,13464,0.159,none,0,0,0,0,mass_premium,32
single,65,0,53671,salary,37568,0.42,143094,1,1,2,0,0,0,0,3766,38,restaurants,1,0,1,private,finance,specialist,0,0,0,0,0,0,0,0,repair,218488,218488,15.8,9384,0.175,none,0,0,0,0,mass,28
single,18,1,216959,salary,163872,0.47,586466,1,0,2,0,0,0,0,17772,33,travel,1,0,0,public,IT,top_manager,19,0,0,0,0,1,2,0,consumer,770679,770679,11.9,44707,0.206,guarantor,1,1,1,1,premium,19
married,66,1,81742,salary,62154,0.432,282122,1,3,5,0,0,0,0,8061,35,utilities,1,1,0,public,medicine,specialist,9,0,0,0,0,0,0,0,refinancing,418408,418408,17.3,13597,0.166,none,0,1,1,0,mass_premium,41
divorced,68,0,65997,salary,44287,0.398,149919,1,2,3,0,0,0,0,9370,16,utilities,0,0,1,public,manufacturing,specialist,14,0,0,0,0,1,2,0,consumer,249057,249057,16.4,10761,0.163,none,0,0,1,0,mass,28
married,58,0,119731,salary,57654,0.355,200626,1,2,0,0,0,0,0,8723,23,goods,1,0,0,public,IT,specialist,12,0,0,0,0,1,1,0,car,880333,880333,12.5,22329,0.186,car,0,1,0,0,mass_premium,51
married,68,2,88758,salary,81657,0.523,131879,1,2,3,0,0,0,0,3768,35,restaurants,1,0,1,private,medicine,specialist,13,0,0,1,1354442,1,1,0,car,463691,463691,13.8,17873,0.201,car,1,0,1,0,mass_premium,31
widowed,27,0,127368,salary,95557,0.448,277561,1,3,3,0,0,0,0,5906,47,restaurants,1,0,0,public,education,specialist,28,0,0,1,2226812,0,0,0,repair,598147,598147,17.9,23636,0.186,none,0,0,1,0,mass_premium,32
married,67,2,117695,salary,81534,0.385,170512,0,4,5,0,0,0,0,7414,23,utilities,0,0,0,private,IT,specialist,16,0,0,0,0,0,0,0,refinancing,630484,630484,14.9,16763,0.142,none,0,1,1,0,mass_premium,51
single,31,0,113392,self_employed,75981,0.376,229269,1,3,2,0,0,0,0,11463,20,goods,1,1,0,self_employed,retail,manager,18,0,0,1,1440418,0,0,0,refinancing,459178,459178,18.3,16015,0.141,none,0,0,0,0,mass_premium,38
single,20,1,52091,salary,21928,0.367,109625,1,0,0,0,0,0,0,3224,34,restaurants,1,0,1,public,manufacturing,specialist,5,0,0,0,0,0,0,0,car,412152,412152,14.1,11464,0.22,car,0,1,1,0,mass,47
single,42,0,69987,salary,40516,0.422,200554,0,1,0,0,0,0,0,4664,43,goods,1,0,1,private,medicine,junior,0,0,0,0,0,1,1,0,refinancing,384358,384358,14.5,15350,0.219,real_estate,0,0,1,0,mass,30
married,68,1,148226,self_employed,98166,0.462,356937,0,2,2,0,0,0,0,9152,39,utilities,0,0,1,self_employed,finance,specialist,15,1,66673,0,0,1,1,1,consumer,555992,555992,12.6,34073,0.23,guarantor,0,1,0,1,premium,18
single,58,0,99302,salary,68222,0.371,157682,1,4,3,0,0,0,0,15768,10,goods,1,0,1,private,IT,specialist,19,0,0,0,0,0,0,0,consumer,358611,358611,14.5,12930,0.13,guarantor,1,0,0,0,mass_premium,34
married,72,1,230037,salary,110131,0.286,535033,1,4,4,0,0,0,0,28160,19,goods,0,0,1,public,finance,top_manager,36,0,0,0,0,0,0,0,repair,685377,685377,14.0,27198,0.118,none,0,1,0,1,premium,30
single,67,1,122826,business,60932,0.444,197733,1,3,3,0,0,0,0,7605,26,utilities,1,0,0,individual_entrepreneur,manufacturing,manager,14,1,84115,1,1651795,0,0,0,car,807709,807709,14.6,33205,0.27,car,0,0,0,0,mass_premium,29
married,45,1,188100,salary,130656,0.395,286316,0,1,0,0,0,0,0,12449,23,travel,1,0,0,public,IT,manager,31,1,146015,0,0,0,0,0,repair,784054,784054,15.1,28489,0.151,guarantor,1,1,1,1,premium,34
married,57,1,138703,self_employed,104204,0.358,226691,1,1,0,0,0,0,0,10795,21,utilities,1,0,1,self_employed,retail,manager,15,0,0,1,859138,1,1,0,education,379008,379008,19.3,13164,0.095,none,0,1,0,0,mass_premium,39
single,24,0,64315,salary,43926,0.383,61071,1,2,2,0,0,0,0,3592,17,travel,1,0,1,private,transport,specialist,1,0,0,0,0,0,0,0,repair,263334,263334,16.2,9288,0.144,none,0,1,0,0,mass,36
married,91,1,76243,business,60094,0.388,214011,1,2,3,0,0,0,0,7134,30,utilities,1,0,1,individual_entrepreneur,manufacturing,specialist,8,1,14303,0,0,1,1,0,education,204424,204424,20.4,8541,0.112,none,0,0,0,0,mass_premium,31
married,69,1,88881,salary,62214,0.428,209790,1,1,0,0,0,0,0,6767,31,utilities,1,0,1,private,medicine,specialist,12,0,0,1,1222688,0,0,0,mortgage,1321843,1321843,12.2,16274,0.183,real_estate,0,0,1,0,mass_premium,172
married,80,2,151883,business,114630,0.42,254892,1,4,2,0,0,0,0,9440,27,travel,1,0,1,individual_entrepreneur,education,specialist,36,1,51563,0,0,1,1,0,refinancing,802751,802751,14.5,23648,0.156,guarantor,1,0,0,1,premium,44
married,68,0,75151,salary,43974,0.391,57717,1,3,4,0,0,0,0,1924,30,travel,1,0,0,private,retail,specialist,7,0,0,0,0,1,1,0,refinancing,322054,322054,14.1,13993,0.186,guarantor,1,0,1,0,mass_premium,27
divorced,46,0,139430,salary,48486,0.262,316427,1,1,2,0,0,0,0,18613,17,goods,1,1,1,private,manufacturing,specialist,26,0,0,1,2021377,1,1,0,repair,610722,610722,12.7,19598,0.141,none,0,1,1,0,mass_premium,38
married,85,1,69239,salary,63700,0.547,111579,1,3,2,0,0,0,0,2657,42,goods,1,0,0,public,IT,specialist,6,0,0,0,0,0,0,1,repair,219967,219967,17.8,15548,0.225,none,0,1,1,0,mass,16
divorced,41,0,132698,salary,82916,0.398,186051,0,1,1,0,0,0,0,5028,37,goods,1,0,1,public,transport,manager,26,0,0,1,821876,1,1,0,repair,601024,601024,13.9,23820,0.18,none,0,1,1,0,mass_premium,30
married,52,0,208746,self_employed,109814,0.383,264155,0,2,3,0,0,0,0,13903,19,goods,1,1,0,private,IT,top_manager,19,0,0,1,1397036,1,1,0,repair,742800,742800,13.2,41594,0.199,real_estate,0,0,0,1,premium,20
divorced,53,0,90117,salary,39717,0.573,103103,1,0,0,0,0,0,0,2713,38,utilities,1,0,1,public,manufacturing,specialist,18,0,0,1,1001263,0,0,0,repair,325097,325097,10.5,37725,0.419,none,0,1,1,0,mass_premium,9
married,80,2,150914,salary,100221,0.419,220094,1,2,1,0,0,0,0,4891,45,utilities,1,1,1,individual_entrepreneur,IT,specialist,19,0,0,0,0,1,1,0,mortgage,2380539,2380539,11.7,28185,0.187,real_estate,0,1,1,1,premium,178
single,60,1,66518,salary,54969,0.468,147222,1,0,0,0,0,0,0,3505,42,travel,1,0,1,private,retail,specialist,7,0,0,1,572250,1,1,0,car,401404,401404,15.7,11864,0.178,car,0,1,1,0,mass,45
married,55,1,102919,business,58822,0.322,156074,0,2,2,0,0,0,0,4218,37,goods,1,0,0,individual_entrepreneur,education,specialist,18,1,40626,0,0,0,0,0,education,412431,412431,16.6,12566,0.122,none,0,1,0,0,mass_premium,44
divorced,41,0,104648,self_employed,67172,0.444,311932,0,0,2,0,0,0,0,9452,33,restaurants,1,0,1,self_employed,education,specialist,13,0,0,0,0,0,0,0,repair,471516,471516,11.6,22966,0.219,guarantor,0,1,0,0,mass_premium,23
married,68,0,56639,self_employed,29207,0.362,48252,0,2,2,0,0,0,0,1856,26,utilities,1,0,1,self_employed,retail,junior,5,0,0,0,0,0,0,1,car,396471,396471,9.2,10264,0.181,car,1,0,1,0,mass,46
married,59,1,108260,salary,76462,0.356,249939,1,3,2,0,0,0,0,7574,33,utilities,1,0,0,private,finance,manager,2,0,0,0,0,0,0,0,refinancing,368321,368321,20.2,11743,0.108,none,0,0,1,0,mass_premium,45
married,97,3,138908,self_employed,108943,0.409,185153,1,1,2,0,0,0,0,4872,38,travel,1,0,1,self_employed,manufacturing,manager,22,0,0,1,1249663,0,0,1,consumer,398223,398223,18.7,18747,0.135,guarantor,1,0,0,0,mass_premium,26
widowed,46,1,182176,salary,112655,0.392,217608,1,0,0,0,0,0,0,10362,21,travel,1,0,1,private,medicine,manager,37,0,0,0,0,1,1,1,consumer,597023,597023,13.4,32062,0.176,none,0,0,1,1,premium,21
married,62,0,137667,salary,108267,0.481,193649,1,2,2,0,0,0,0,5868,33,utilities,1,1,1,individual_entrepreneur,manufacturing,specialist,20,1,101960,0,0,0,0,0,repair,572351,572351,13.5,28387,0.206,guarantor,1,1,1,0,mass_premium,23
single,57,0,190094,salary,109618,0.376,438532,0,0,0,0,0,0,0,15122,29,utilities,1,1,1,private,IT,top_manager,15,0,0,1,2252447,0,0,0,consumer,512430,512430,12.9,33153,0.174,none,0,1,1,1,premium,17
married,84,2,119015,self_employed,105157,0.561,314450,1,2,1,0,0,0,0,6690,47,goods,1,0,1,self_employed,manufacturing,manager,18,0,0,1,1641669,1,1,0,mortgage,1866981,1866981,17.8,30003,0.252,real_estate,0,0,0,0,mass_premium,174
married,86,3,154102,salary,112492,0.394,232940,1,1,2,0,0,0,0,10128,23,goods,1,1,0,private,education,manager,28,0,0,0,0,0,0,0,consumer,504450,504450,21.3,21304,0.138,none,0,0,0,1,premium,31
single,55,1,120986,self_employed,89500,0.449,293830,1,0,0,0,0,0,0,9794,30,goods,1,0,0,self_employed,education,specialist,18,1,23351,1,992014,1,2,0,repair,541620,541620,15.0,23039,0.19,none,0,1,0,0,mass_premium,28
married,105,2,116952,salary,74852,0.439,202052,0,4,3,0,0,0,0,11885,17,travel,1,0,1,private,medicine,specialist,14,0,0,1,1335345,1,1,1,car,780887,780887,17.8,25129,0.215,car,0,0,1,0,mass_premium,42
married,93,2,151897,salary,117680,0.494,148609,1,5,7,0,0,0,0,3911,38,goods,1,0,1,private,retail,manager,28,0,0,0,0,1,2,0,car,1100873,1100873,19.0,33892,0.223,car,0,1,0,1,premium,46
married,78,2,117027,salary,81540,0.373,325021,1,2,2,0,0,0,0,15477,21,goods,1,0,1,public,retail,specialist,25,0,0,1,923770,1,3,0,refinancing,495451,495451,13.2,15084,0.129,none,0,0,1,0,mass_premium,41
married,53,1,182328,salary,92275,0.37,210249,1,0,0,0,0,0,0,12368,17,goods,0,0,0,private,IT,specialist,35,0,0,0,0,1,2,0,education,745654,745654,12.0,35092,0.192,guarantor,1,1,1,1,premium,24
married,81,1,131871,self_employed,77911,0.334,264158,1,4,3,0,0,0,0,6443,41,goods,1,0,0,self_employed,retail,manager,18,0,0,1,1845586,0,0,0,refinancing,631023,631023,16.2,16733,0.127,guarantor,1,0,0,0,mass_premium,53
single,36,0,109430,salary,69626,0.412,246272,1,1,2,0,0,0,0,8492,29,restaurants,0,0,0,private,finance,specialist,2,0,0,0,0,1,2,0,mortgage,1948322,1948322,9.9,20701,0.189,real_estate,0,1,0,0,mass_premium,182
single,56,1,34874,salary,32084,0.528,59909,1,4,5,0,0,0,0,1712,35,travel,1,0,1,public,education,specialist,0,0,0,0,0,0,0,0,consumer,118979,118979,17.1,7195,0.206,none,0,1,1,0,mass,19
married,53,1,149591,self_employed,86495,0.327,313048,1,4,3,0,0,0,0,14229,22,utilities,0,0,0,private,IT,specialist,33,0,0,1,2649692,1,1,1,repair,642535,642535,11.3,18606,0.124,guarantor,1,0,0,1,premium,42
widowed,35,0,192921,salary,115281,0.344,228865,1,1,2,0,0,0,0,8476,27,utilities,1,0,0,private,retail,top_manager,36,0,0,0,0,1,2,0,car,1040253,1040253,10.9,25996,0.135,car,0,0,1,1,premium,50
married,54,0,93602,salary,58928,0.356,252398,1,3,3,0,0,0,0,5736,44,goods,1,0,1,public,transport,specialist,15,0,0,0,0,0,0,0,education,401924,401924,12.8,12661,0.135,none,0,1,1,0,mass_premium,39
married,87,2,100241,salary,73037,0.392,217056,1,1,0,0,0,0,0,6783,32,utilities,1,0,1,private,finance,specialist,9,0,0,1,1049705,1,1,0,consumer,290553,290553,12.5,13741,0.137,guarantor,1,1,1,0,mass_premium,24
divorced,46,0,172065,salary,70278,0.201,354372,1,3,1,0,0,0,0,7087,50,travel,1,0,1,private,retail,manager,31,0,0,1,2409418,1,1,0,consumer,431074,431074,12.3,10025,0.058,none,0,1,1,1,premium,57
married,108,2,93825,self_employed,86319,0.415,192454,0,3,2,0,0,0,0,5832,33,utilities,1,0,0,self_employed,medicine,manager,3,0,0,0,0,0,0,0,refinancing,316619,316619,16.9,8751,0.093,none,0,0,0,0,mass_premium,51
married,63,1,77045,salary,57625,0.393,131305,1,0,1,0,0,0,0,5471,24,utilities,1,0,1,public,finance,specialist,4,0,0,1,1345865,0,0,0,repair,242833,242833,16.0,10146,0.132,none,0,0,1,0,mass_premium,29
single,57,0,203917,salary,77125,0.199,276017,1,1,2,0,0,0,0,8904,31,goods,0,0,0,public,finance,top_manager,27,0,0,1,2160338,0,0,1,consumer,458125,458125,11.8,13629,0.067,real_estate,0,1,1,1,premium,41
divorced,35,1,100937,salary,53913,0.362,223413,1,1,0,0,0,0,0,6571,34,goods,1,0,1,private,medicine,specialist,14,0,0,0,0,1,1,0,consumer,333944,333944,16.6,17717,0.176,real_estate,0,0,0,0,mass_premium,22
married,60,1,60703,business,44192,0.399,113345,0,2,4,0,0,0,0,4534,25,travel,0,0,0,individual_entrepreneur,manufacturing,specialist,13,1,15255,1,763829,1,2,0,consumer,164856,164856,16.6,8740,0.144,guarantor,0,0,0,0,mass,22
married,38,0,141829,self_employed,82641,0.392,266620,1,2,3,42,19,1,0,10665,25,utilities,1,0,0,self_employed,transport,manager,12,0,0,1,2534440,1,1,0,refinancing,795985,795985,12.7,26723,0.188,none,0,1,0,1,premium,36
single,53,0,224594,salary,118452,0.43,487794,1,1,1,0,0,0,0,25673,19,travel,0,0,0,private,IT,top_manager,24,0,0,1,2878553,1,1,0,repair,951412,951412,11.6,55054,0.245,none,0,1,1,1,premium,19
widowed,52,0,163810,salary,106873,0.378,306682,0,2,2,0,0,0,0,7864,39,utilities,1,1,0,private,retail,manager,32,1,114623,0,0,1,1,0,repair,581540,581540,14.1,24500,0.15,none,0,1,1,1,premium,28
married,82,1,124353,business,64248,0.263,153671,0,1,3,0,0,0,0,5299,29,restaurants,1,0,0,private,finance,specialist,16,1,30873,1,2195587,1,1,0,education,332097,332097,14.8,10171,0.082,car,0,1,0,0,mass_premium,42
married,82,1,162502,salary,92378,0.336,179211,1,1,1,0,0,0,0,6180,29,utilities,1,1,1,public,finance,manager,23,1,117556,0,0,0,0,0,consumer,415172,415172,13.7,22342,0.137,none,0,1,1,1,premium,21
single,56,0,27451,salary,12000,0.334,43868,1,3,3,0,0,0,0,1154,38,utilities,1,0,1,private,manufacturing,specialist,0,0,0,0,0,0,0,0,car,172047,172047,15.2,4959,0.181,car,0,0,1,0,mass,46
divorced,44,0,152339,salary,65787,0.34,388591,1,3,4,0,0,0,0,12953,30,goods,1,0,1,private,medicine,manager,19,0,0,1,2477659,1,3,0,repair,687250,687250,13.4,28709,0.188,none,0,1,0,1,premium,28
single,71,1,77816,self_employed,33707,0.384,157915,1,2,3,0,0,0,0,4049,39,utilities,1,0,1,self_employed,transport,specialist,9,1,37899,0,0,0,0,0,consumer,279249,279249,13.4,18120,0.233,none,0,1,1,0,mass_premium,17
married,60,0,48048,salary,39617,0.459,74009,1,2,3,0,0,0,0,3364,22,utilities,1,0,1,private,education,specialist,3,0,0,1,703352,0,0,0,repair,214887,214887,14.8,8169,0.17,none,0,0,1,0,mass,32
single,26,0,50621,self_employed,39507,0.455,92373,0,3,3,0,0,0,0,3849,24,utilities,1,0,0,private,manufacturing,specialist,3,0,0,0,0,0,0,0,refinancing,261648,261648,17.6,9214,0.182,none,0,0,0,0,mass,37
married,74,1,120859,business,106430,0.41,264105,0,3,2,0,0,0,0,20316,13,utilities,1,0,1,individual_entrepreneur,finance,specialist,16,1,53654,1,1006650,0,0,0,consumer,307628,307628,16.5,12250,0.101,none,0,0,0,0,mass_premium,31
married,103,4,141013,salary,116215,0.456,232358,1,5,5,0,0,0,0,7261,32,goods,0,0,0,private,manufacturing,manager,26,0,0,0,0,1,3,0,refinancing,604141,604141,14.8,23565,0.167,real_estate,0,1,1,1,premium,31
single,58,1,42941,salary,37584,0.515,83878,1,1,0,0,0,0,0,3813,22,utilities,1,0,0,private,manufacturing,junior,0,0,0,0,0,0,0,0,refinancing,219024,219024,18.6,8948,0.208,none,0,0,1,0,mass,31
married,87,2,113398,salary,68156,0.348,269177,1,1,2,0,0,0,0,6729,40,goods,1,0,1,public,IT,manager,13,0,0,1,1141777,0,0,0,consumer,404426,404426,18.1,15651,0.138,none,0,1,1,0,mass_premium,33
married,85,4,74098,salary,68170,0.476,121052,1,2,3,0,0,0,0,4483,27,utilities,0,0,0,private,finance,specialist,13,0,0,1,665775,0,0,0,consumer,236765,236765,18.0,11422,0.154,none,0,0,1,0,mass_premium,25
single,51,0,96926,salary,46871,0.325,178314,1,4,3,0,0,0,0,5944,30,restaurants,1,0,1,private,IT,specialist,12,0,0,0,0,1,1,0,car,622028,622028,10.4,15136,0.156,car,0,1,1,0,mass_premium,51
married,60,0,152639,salary,89964,0.315,252827,1,4,4,0,0,0,0,6483,39,travel,1,1,0,public,education,manager,27,0,0,0,0,1,1,1,consumer,430233,430233,16.3,16668,0.109,none,0,1,0,1,premium,32
married,112,3,194940,business,139138,0.403,293301,1,5,6,0,0,0,0,7718,38,goods,1,1,1,individual_entrepreneur,manufacturing,top_manager,25,1,168432,1,2565046,0,0,0,repair,641552,641552,14.4,29850,0.153,none,0,0,1,1,premium,25
married,79,3,180315,self_employed,123563,0.47,201640,1,1,0,0,0,0,0,11861,17,utilities,1,1,1,self_employed,finance,specialist,35,0,0,1,2444579,0,0,0,repair,762799,762799,19.5,41523,0.23,guarantor,0,1,1,1,premium,22
married,67,4,83888,self_employed,77177,0.447,198442,1,7,5,0,0,0,0,4615,43,restaurants,1,0,0,private,manufacturing,specialist,14,0,0,0,0,0,0,0,consumer,305156,305156,19.8,10486,0.125,guarantor,1,1,0,0,mass_premium,40
married,53,0,103547,self_employed,48736,0.418,143424,0,1,2,0,0,0,0,4627,31,travel,1,0,1,private,medicine,specialist,8,0,0,0,0,1,2,0,repair,380578,380578,13.8,26174,0.253,none,0,0,0,0,mass_premium,16
widowed,21,0,71409,salary,43183,0.382,110447,0,3,2,0,0,0,0,4802,23,utilities,1,0,1,private,medicine,specialist,13,1,42304,1,1267302,0,0,0,car,348870,348870,13.7,12140,0.17,car,0,0,1,0,mass_premium,35
